id,name,sex,age,died_year,address
9fvtdvvurr,Erika Eklund,Female,25,,
etzqackbve,Ingrid Sorensen,Female,25,,
yfxkvd3ms6,Ragnar Sorensen,Male,25,,Hofn 946
vtdwxzntvc,Liam Price,Male,25,,
85x6yxqnqb,Gerik Sorensen,Male,25,,
t3g23ggkhf,Ingrid Blomgren,Female,25,,
dqdvmhyue7,Connor Kimura,Male,25,,
bef88ltndr,Patrick Burke,Male,25,,Bjurholm 122
xsxasqlmhc,Soren Solberg,Male,25,,
d6pt987rej,Soren Solberg,Male,25,,
u63zwva9fg,Karina Lund,Female,20,249,
zj7wtcypj5,Kazuki Connolly,Male,3,233,
p5afu84e83,Johanna Thorn,Female,23,252,
d6c7cr969g,Naoki Jackson,Male,3,233,
yvj9n6fbfd,Liam Murphy,Male,25,,
gf7vhu9r3y,Anthony Yamada,Male,25,,
cqcyu484wy,Sanna Eklund,Female,4,233,
7g9mzcfh4d,Kelda Blomgren,Female,25,,Vardo 217
q882n5unb6,Anund Eklund,Male,24,,
npxkf55rph,Andrew Sato,Male,24,,
ca25gz8fdf,David Blomgren,Male,24,,
y4jehs3guh,Ryan Sato,Male,24,,Pauma 311
799kdc2l62,Emma Sato,Female,24,,
rrs7z7qeln,Karena Sorensen,Female,24,,Shinobi 25
su3fqkdavt,Shun Price,Male,24,,Colmar 929
w5x4wndvpb,Sorena Ibsen,Female,24,,
xfj5e5mgkp,Simon Sorensen,Male,3,233,
smezzzvx4k,Magnar Sorensen,Male,24,,
th2t2u3hmf,Lucia Sorensen,Female,24,,
7574k8dxbs,Hans Bager,Male,24,,
l6blj9qfdl,Illona Sorensen,Female,24,,Helvig 695
yvt32utck2,Berit Sorensen,Female,22,252,
37pr7xtxdj,Erling Sorensen,Male,24,,
rjfhfqdwg9,Dr Ren Kimura,Male,24,,
a7dc2sv7ez,Siobhan Watanabe,Female,24,,
txbrnjadms,Shiori Collins,Female,24,,Pauma 545
3yzbhdcmm9,Paige Summers,Female,24,,Vardo 187
x87fumayfa,Magnar Carlsen,Male,23,,
zervadmpzl,Viggo Carlsen,Male,23,,
zyrntqkmn5,Karina Lund,Female,23,,
t6njfmu48z,Elsa Carlsen,Female,23,,
cabxtnmgh4,Raphael Eklund,Male,11,242,
75htpajrym,Yuka Burke,Female,23,,
ep773hjxmm,Jorn Jensen,Male,23,,
x8usw6dda8,Scott Hall,Male,23,,
yb52nj29kd,Marie Larsen,Female,22,252,
gvrmh8vn7y,Marcel Eklund,Male,23,,
jy2v8ljjg5,Sophia Sorensen,Female,23,,Helvig 40
c6xqugtzzy,Alice Brown,Female,23,,
nc7s538zks,Michaela Yamada,Female,22,253,
suc949sbzg,Elias Carlsen,Male,4,235,
4h9vwyasqp,Brigit Blomgren,Female,23,,Arcadia 653
yrey9995kq,Julia Solberg,Female,23,,
xvfjby5zur,Shin Regan,Male,23,,
yyqr2ctu5x,Freya Jensen,Female,23,,
ewtpym9hvp,Halle Solberg,Female,23,,
utwmwxp5mg,Allana Collins,Female,23,,
ddk9smjk93,Naoki Wilson,Male,23,,Kiyobico 213
thyyg2kxk2,Paige Regan,Female,23,,
mpuu4xte5w,Takahiro Price,Male,23,,
vpjfxrvn5d,Jonas Sorensen,Male,23,,
tqas955p69,Jacob Morris,Male,23,,
7k4hg3wfmu,Illona Sorensen,Female,23,,Shinobi 421
755azeudad,Leif Sorensen,Male,23,,
fc5nlcgdv2,Viktoria Lund,Female,23,,
9bc4jp9jnm,Lea Eklund,Female,23,,
4h8y5ljz7h,Emma Sorensen,Female,23,,
7s3nbpjl2z,Leon Eklund,Male,23,,
ybeuz7fap2,Robin Sato,Male,15,247,
dthkgvtu3c,Dane Bager,Male,22,,Helvig 400
fsel83p9vd,Alexander Eklund,Male,20,252,
tl8bfzf2cz,Anika Lund,Female,22,,
3mwv9uhacg,Lauren Collins,Female,22,,
nc5yk9pfjd,Freya Eklund,Female,15,247,
shlfs6vkvr,Kaya Eklund,Female,22,,Helvig 422
rybzk66n95,Samantha Hall,Female,22,,
4av9l48h44,Freya Thorn,Female,22,,
a7ampklvtd,Yorick Eklund,Male,22,,Hofn 924
ka9f9sbz42,Kelly Collins,Female,22,,
8nz6hkvx7r,Dylan Brown,Male,22,,Biruwa 31
l2un8vlnbv,Olina Sorensen,Female,22,,
g4ccvk3pdm,Ellen Morris,Female,22,,
7kdbuqahrh,Emma Lund,Female,22,,Hofn 964
l2h2bep36t,Lara Solberg,Female,22,,
hexcd2ba9z,Sophia Sorensen,Female,21,253,
auvc4ddhex,Jorn Eklund,Male,22,,
cx6ltq2dp4,Molly Summers,Female,7,239,
qrya2pt56q,Magdalena Svendsen,Female,22,,
dprtstb2wx,Sorena Sorensen,Female,22,,
shkjzr4tck,Erling Sorensen,Male,22,,
b386vfx8z5,Torsten Solberg,Male,22,,
5942hc8qjz,Viggo Solberg,Male,22,,Hofn 958
pf2nlrnx4a,Yorick Solberg,Male,20,252,
tt6kh8ce8x,Katie Price,Female,22,,
khjb9g5y62,Tindra Solberg,Female,20,253,
8va3h9pw9r,Simon Eklund,Male,22,,
4dsxll7zny,Yuta Davies,Male,21,,Hofn 869
pfcdrttrr5,Grace McCarthy,Female,21,,
7zyylhn7eq,Jessica Collins,Female,4,237,
yexybuqekn,Malena Eklund,Female,21,,Hofn 453
nspqkmadnd,Daniel Blomgren,Male,21,,Vardo 388
wzp47kwc93,Dane Thorn,Male,21,,Hofn 750
y7akma94td,Hakan Carlsen,Male,21,,
3362cr7mae,Gavin Collins,Male,21,,Arcadia 947
sh7zawefna,Erling Carlsen,Male,21,,
2m6tu46kxw,Yorick Eklund,Male,21,,
qywj4wph2n,Lisa Bager,Female,21,,
ffyh33xbej,Sarah Thorn,Female,21,,
s6hzjm29ly,Katie White,Female,21,,
mcdv6jbq5u,Masa White,Male,21,,
kqt796xw82,Mai Edwards,Female,21,,
mwdnpv9nsc,Gerik Sorensen,Male,21,,Hayarano 114
ttszscn2jn,Molly Collins,Female,21,,
rajklcx4wz,Gerik Jensen,Male,21,,
2yh6pwl6u6,Ingrid Sorensen,Female,21,,
eccne8cvxa,Anna Carlsen,Female,21,,
nzb9hszwvf,Emma Holst,Female,21,,
p4mg86ps6m,Yuta Burke,Male,13,247,
esy8ydgc5q,Matthias Jensen,Male,21,,Hofn 964
7flnda2w2x,Killian Kimura,Male,21,,Hayarano 61
am65uzcml9,Matthew Edwards,Male,18,251,
zajvk967kc,Thurston Lund,Male,21,,Vardo 338
qr88mxfer6,Takahiro Davies,Male,20,,
heum2uzxnd,Berit Solberg,Female,20,,
a3g3gqkhll,Lilja Thorn,Female,20,,
xy8l8v3ecu,Inge Sorensen,Female,20,,
sxf268vj5f,Shota Morris,Male,13,247,
33fupelne3,Ciara Price,Female,20,,Helluland 50
7fkrlv95jq,Daniel Sorensen,Male,20,,Helvig 409
ahrz3fsdlx,Killian Summers,Male,20,,
5wxngemlqz,Holly Price,Female,20,,
ezwg2mcqzm,Erika Eklund,Female,20,,
4dp8aewn4d,Sten Thorn,Male,20,,
q77jb7rpkf,Ryan McCarthy,Male,20,,Hofn 761
n8xumjyplb,Jessica Collins,Female,20,,
5wl2kxpzjx,Matthias Blomgren,Male,20,,Bjurholm 144
2meqfdstjd,Kirstie Sorensen,Female,20,,
7zjmcufan2,Masa Suzuki,Male,20,,
lwmka6wwdt,Alexander Summers,Male,20,,
2erartahs4,Emma Sato,Female,20,,
prh2zlufvt,Kari Madsen,Female,20,,
nf8rm8snnb,Colin Brown,Male,19,,Vardo 125
9uqt7dkmsw,Kelda Carlsen,Female,19,,
55wwjmhylx,Jakob Sorensen,Male,19,,
klzmzawjz8,Lilja Carlsen,Female,19,,
gyfy3xhr4f,Jamie Collins,Male,16,251,
8rrbm33l6m,Tobias Lund,Male,17,252,
lpllvqq8x9,Soren Carlsen,Male,19,,Hofn 979
efh92zxm5n,Freya Sorensen,Female,19,,Helvig 203
mz7md7ytsm,Jack Brown,Male,19,,
6s622yczze,Magnar Lund,Male,19,,Vardo 58
5w7l3p9vbg,Helsa Sorensen,Female,19,,
bdmqphl7qa,Nils Pallesen,Male,19,,
jxb43qldda,Freya Sorensen,Female,19,,
23zgfrdrnd,Brigit Blomgren,Female,19,,
c99jqbsq87,Laura Sorensen,Female,19,,Arcadia 1191
4tkqeunev8,Kari Solberg,Female,19,,
twwpmqh27t,Hallmar Lund,Male,19,,
qeelr325l2,Lea Thorn,Female,17,253,
cg8pkxevmb,Lilja Blomgren,Female,18,,Helvig 333
sdbmh9vhd4,Tove Madsen,Male,11,247,
bl99mnbrxc,Akira Wilson,Male,10,246,
6ff5ha82fw,Marcel Thorn,Male,18,,
axllfgscul,David Sorensen,Male,18,,
vntnrvxh2j,Erla Solberg,Female,18,,
hqa5nafpwq,Sophia Moore,Female,18,,Bjurholm 197
d8szrmxrby,Zachary Hardy,Male,18,,Bjurholm 82
5s48g6ufyz,Ciara Morris,Female,18,,Colmar 1460
3tujsh3gzv,Lars Carlsen,Male,18,,
74q8yl33ud,Alexander Blomgren,Male,18,,Bjurholm 95
2xjgwr2r5v,Hakan Sorensen,Male,18,,
8yyd3ybz68,Olson Lund,Male,17,,
y6mlz7ugrx,Philipp Carlsen,Male,17,,
6n2rm27t5s,Ebbe Blomgren,Male,17,,Helvig 59
qayk84p43j,Marie Solberg,Female,17,,Vardo 276
quycrfm2q2,Brigit Lund,Female,17,,Hofn 888
j2v8dcwh9w,Hanne Lund,Female,17,,Hofn 888
yxx6bnc6zn,Ingrid Carlsen,Female,17,,Hofn 158
bgt84pyqeu,Arvid Thorn,Male,17,,Hofn 674
xubbntrpjf,Daniel Yamada,Male,17,,Bjurholm 407
m843wlbnm6,Ole Solberg,Male,15,252,
qhxq3qb9gn,Freya Ibsen,Female,17,,
2q7scaq82g,Claudette Gagnon,Female,17,,Bjurholm 283
yqx4pmx83c,Erika Carlsen,Female,17,,Bjurholm 110
7rmphgzg3t,Brenda Sorensen,Female,17,,
z2k5747uwp,Hans Blomgren,Male,11,248,
dfdmwdwj2u,Alina Carlsen,Female,17,,Bjurholm 423
5zptlws8pv,Jonas Erickson,Male,17,,
7ra3lz3wvq,Hallmar Solberg,Male,15,252,
q3a9r5fzr2,Philipp Carlsen,Male,17,,Bjurholm 490
5kdy7ttk6c,Ragnar Sorensen,Male,17,,Hofn 897
w7zdmpd54k,Ursula Blomgren,Female,17,,Bjurholm 95
68pyfjfd42,Dahl Lund,Female,17,,Bjurholm 112
4wqb2ma73l,Tobias Eklund,Male,17,,Hofn 714
njn6mnsgyb,Leon Ibsen,Male,17,,Bjurholm 505
8uvzffwktr,Marie Eklund,Female,15,252,
u8e42lpjxc,Alexander Sorensen,Male,16,,Bjurholm 531
2x52fhllwd,Ansel Page,Male,16,,Vardo 692
pexbqz2fb6,Kelda Carlsen,Female,16,,
wemwju4pbm,Ava Edwards,Female,16,,Helluland 371
rlhs6rd6vg,Kelly Edwards,Female,16,,
6nma6sqnwa,Katharina Sorensen,Female,16,,
a2s739e52y,Soren Blomgren,Male,16,,Helvig 504
u8qt6nucl8,Tobias Sorensen,Male,16,,Bjurholm 283
ccd8kpmqvb,Marcel Eklund,Male,14,252,
j9skn625mm,Yvonne Hardy,Female,16,,Vardo 266
fm8wqsmbqt,Hannah Jones,Female,16,,Vardo 563
6nan8bt3r8,Reina Brown,Female,4,242,
sgsx94n48b,Macon Hardy,Male,16,,Shinobi 104
fyk9kl4xl3,Megan Wilson,Female,16,,Vardo 237
kk2y86c5bx,Yorick Sorensen,Male,16,,Blonduos 500
a24x7bkxnt,Viktoria Carlsen,Female,16,,Bjurholm 423
9htgzauz27,Emily Yamada,Female,16,,Bjurholm 80
xq72awkhns,Inge Sorensen,Female,16,,Vardo 372
mnyj234ee2,Ryouta Moore,Male,16,,Bjurholm 388
a9343x744y,Asuka Wilson,Female,16,,Hayarano 513
5fxxntgkmt,Philipp Blomgren,Male,16,,
rtf29y9jre,Lisa Ibsen,Female,16,,Bjurholm 344
4cyf4jyhzh,David Eklund,Male,15,,Bjurholm 493
5nkgly75vv,Hallmar Ibsen,Male,15,,Hofn 335
feuaewj248,Nico Solberg,Male,15,,Blonduos 8
gh5j5a8wcd,Viggo Blomgren,Male,15,,Bjurholm 95
lfa8k4ua5k,Olina Sorensen,Female,15,,Hofn 725
8ashlvnblm,Tomas Eklund,Male,15,,Helvig 224
sccxq4b4ps,Jana Solberg,Female,15,,Arcadia 340
htdwp9jw2p,Jermaine Page,Male,15,,Vardo 692
n7jtlq7d6c,Malena Erickson,Female,13,252,
unxx8kjpj6,Fabian Erickson,Male,15,,Talu 246
g6r9j3zhxw,Sten Thorn,Male,15,,Bjurholm 154
kcbqysb9h9,Sophie Solberg,Female,15,,Hofn 384
eetdmhs9kz,Julia Holst,Female,15,,Helvig 318
s5cv44w6rf,Yorick Sorensen,Male,15,,Vardo 372
ksxajyfqnn,Kristjana Lund,Female,4,244,
96q2srznrd,Leif Sorensen,Male,15,,Bjurholm 283
myhrypsf8z,Logan Price,Male,15,,Vardo 780
g6emll3xru,Yuka McCarthy,Female,15,,Bjurholm 394
4zvwmdwx8x,Maximilian Blomgren,Male,15,,Bjurholm 168
agb3a89amr,Sophia Collins,Female,15,,Vardo 266
c8wa9bjxtl,Odile Page,Female,7,246,
t8agwymfuj,Lucie Hardy,Female,15,,Shinobi 104
2tyt97nmhj,Niamh Connolly,Female,14,,Hofn 483
lfwnu86xea,Elena Eklund,Female,14,,Hofn 686
6yfbg4uruw,Allana Suzuki,Female,14,,Arcadia 901
ub83qvdqxm,Scott Morris,Male,14,,Bjurholm 494
vehaf93l8t,Astrid Erickson,Female,14,,Bjurholm 174
fmfwjnhts3,Signe Holst,Female,14,,Bjurholm 534
77s497ehf5,Ingrid Sorensen,Female,14,,Helluland 140
ujjugyxfju,Erika Carlsen,Female,7,246,
qdqqcluqzd,Ryouta Edwards,Male,14,,Nelson 76
xxe4qsuwnd,Kristjana Sorensen,Female,14,,Blonduos 28
dv6eqmdy84,Alexander Ibsen,Male,14,,Bjurholm 456
vyts4p6cj7,Selina Solberg,Female,14,,Hofn 97
mj6zs73279,Hakan Carlsen,Male,14,,Shinobi 420
gq2ve4chq4,Rina Collins,Female,14,,Arcadia 937
kzvjl7c4kl,Lukas Solberg,Male,14,,Hofn 725
5ntd79udgc,Elias Blomgren,Male,14,,Hayarano 427
22aq9vflkj,Dane Ibsen,Male,14,,Hofn 335
nesstz8kp5,Hannah Thorn,Female,14,,Helvig 299
ub76xgmxef,Brenda Solberg,Female,14,,Helvig 224
myskcd7hcn,Sophie Sorensen,Female,14,,Bjurholm 242
v7txxatgxb,Daniel Solberg,Male,13,253,
b5wvvl95p4,Emma Solberg,Female,14,,Vardo 517
urtqgnrelu,Thurston Eklund,Male,14,,Bjurholm 343
tfjf5apmdc,Katharina Sorensen,Female,14,,Bjurholm 283
rgasfmwme8,Lisa Lund,Female,13,,Shinobi 178
pxzb9m7qsk,Kaya Erickson,Female,4,244,
bshmae2r9n,Allana Wilson,Female,13,,Hofn 536
3cutywwewp,Sophie Carlsen,Female,13,,Bjurholm 110
y9bxkwgkne,Adam Wilson,Male,13,,Bjurholm 218
mee956k7zu,Shauna Price,Female,13,,Bjurholm 135
v7fe9f5593,Ren Kimura,Male,13,,Helluland 59
5be8tmu8jp,Lynnea Sorensen,Female,13,,Arcadia 340
5jqzkqey4w,Leonie Blomgren,Female,13,,Bjurholm 204
mmdeyr7cez,Austin Connolly,Male,13,,Hofn 483
ygxfh385wg,Connor Collins,Male,13,,Bjurholm 417
ub5cdp4ed2,Hanne Blomgren,Female,13,,Bjurholm 443
3wtpqv4l22,Johanna Sorensen,Female,13,,Bjurholm 177
awhakq6u2h,Miki Wilson,Female,13,,Vardo 422
y9a2thqs58,Dahl Bager,Female,13,,Hofn 422
d7dyqt6fvy,Viggo Thorn,Male,13,,Talu 246
r589zgu3nm,Anna Solberg,Female,13,,Vardo 543
z5wttbwbn4,Olson Blomgren,Male,13,,Bjurholm 168
ypwlcpu9bm,Lukas Svendsen,Male,5,246,
sft9hx3phz,Soren Jensen,Male,13,,Bjurholm 43
eubc34vmml,Emma Ibsen,Female,13,,Hayarano 518
ureazdbadd,Hannah Ibsen,Female,13,,Bjurholm 299
2ptm4vpn4p,Britt Carlsen,Female,13,,Bjurholm 534
glwk276buf,Florian Sorensen,Male,13,,Blonduos 28
w6bj888rhw,Megan Wilson,Female,13,,Hofn 437
9gus86alcv,Arvid Eklund,Male,13,,Vardo 241
ap6lz8ubx3,Anna Carlsen,Female,13,,Blonduos 493
y58kyd36by,Ole Sorensen,Male,13,,Bjurholm 188
h9vxcfuhl3,Ole Jensen,Male,13,,Bjurholm 435
uje8ddwcf2,Lars Ibsen,Male,13,,Bjurholm 407
xdap3uuvw2,Elias Ibsen,Male,12,,Hofn 335
gl8b79b5hb,Stephanie Hardy,Female,12,,Shinobi 104
4n2ez4qvjl,Astrid Solberg,Female,12,,Bjurholm 211
pd9gbjv2rh,Lee Murphy,Male,12,,Bjurholm 507
drz7kbfzt8,Owen Collins,Male,12,,Hofn 384
kneknstdkj,Karen Erickson,Female,12,,Bjurholm 174
euafap4v4e,Jun Wilson,Male,12,,Bjurholm 218
urdd8zjhu6,Elin Sorensen,Female,11,253,
lrc6gpknnm,Jack McCarthy,Male,12,,Hayarano 221
g2j9txhzgn,Benjamin Morris,Male,11,253,
v3nrsyuhjg, Tyr Blomgren,Male,12,253,
muar9lbxrq,Sven Eklund,Male,12,,Helluland 454
g9henk66ws,Shane Hall,Male,10,252,
5bbhgfkwx3,Vanessa Sorensen,Female,12,,Hofn 720
p2jksuq36z,Josette Page,Female,12,,Vardo 692
9pfedw8d3r,William Morris,Male,12,,Bjurholm 378
m3aw48y37v,Riko Watanabe,Female,12,,Vardo 735
c4cnlq5u7a,Anna Sorensen,Female,12,,Bjurholm 26
4byujymbsz,Abigail Connolly,Female,12,,Hofn 526
wxkayu7vp8,Hannah Sorensen,Female,3,246,
flh5kwp6my,Olson Carlsen,Male,12,,Arcadia 1088
asdz6tym6u,Axel Carlsen,Male,12,,Arcadia 1088
63k4j3xyyu,Olson Solberg,Male,12,,Blonduos 390
qpgx45fawl,Erla Carlsen,Female,12,,Bjurholm 443
rz3ylknvry,Taylor Wilson,Female,12,,Hofn 437
kvz6tjs6ae,Florian Bager,Male,12,,Bjurholm 379
38zcyn5a6q,Emma Bager,Female,11,,Hofn 422
de9e99j9qh,Harold Ibsen,Male,11,,Hofn 483
wxvz4xcpc4,Lynnea Sorensen,Female,11,,Bjurholm 34
q5svqtm6wx,Thurston Solberg,Male,11,,Blonduos 57
wl72dnygas,Daniel Connolly,Male,11,,Vardo 422
jfpbefthru,Daniel Solberg,Male,11,,Arcadia 340
yws2v48466,Brenda Sorensen,Female,11,,Bjurholm 188
s4pwgzgkpz,Magnar Sorensen,Male,11,,Bjurholm 536
rkegazrm3d,Michaela Connolly,Female,11,,Helluland 286
dewrbslnjf,Maximilian Blomgren,Male,11,,Hofn 521
bvmb5svqws,Henrik Ibsen,Male,11,,Bjurholm 180
tyaqhtn48w,Johanna Sorensen,Female,11,,Bjurholm 422
n67l5qxkrr,Ebbe Lund,Male,11,,Vardo 438
9gefyg3pl7,Britt Lund,Female,11,,Bjurholm 3
kbyghs3g4p,Gala Ibsen,Female,11,,Bjurholm 407
4vl4dgwvq9,Darren Collins,Male,11,,Bjurholm 455
r8dul9guty,Sarah Edwards,Female,11,,Hofn 438
n6ux792zkp,Nicholas Wilson,Male,11,,Shinobi 104
u39bbqedbz,Laura Sorensen,Female,11,,Bjurholm 45
zfd8874uen,Lisa Eklund,Female,11,,Helvig 582
824lkd424n,Ryan Morris,Male,11,,Bjurholm 485
b4au2xla6v,Jakob Erickson,Male,11,,Bjurholm 174
z8d6l6pwgb,Daniel Sato,Male,11,,Bjurholm 537
d37vs4gpxw,Vanessa Eklund,Female,11,,Vardo 735
w6u9769392,Emma Wilson,Female,11,,Bjurholm 218
qcq5t2jjsv,Karen Carlsen,Female,11,,Bjurholm 218
qwqwbeggfe,Donar Lund,Male,11,,Hofn 777
wd63y8tst8,Viktoria Sorensen,Female,11,,Bjurholm 177
jvxc9r9m8z,Lea Pallesen,Female,11,,Bjurholm 255
qcdhvklxlt,Paige Sato,Female,9,252,
asmwr3mwra,Simon Blomgren,Male,11,,Bjurholm 446
hsbhlwn6sr,Maika Gagnon,Female,11,,Bjurholm 451
afxwzs8qpy,Tomas Solberg,Male,5,248,
u3vrluqzlq,Michaela Watanabe,Female,11,,Hofn 433
t7wbnkmvwr,Elsa Lund,Female,10,,Bjurholm 183
38lwgep5x8,Paul Sorensen,Male,10,,Bjurholm 282
z8c9trw5y4,Karena Lund,Female,10,,Bjurholm 539
95nmne6xgg,Raum Bager,Male,10,,Hofn 422
4b7vcuhtu9,Lukas Eklund,Male,10,,Hofn 664
xg3ryqsae5,Juhani Solberg,Male,10,,Helluland 314
ehfwmewse3,Sarah Morris,Female,10,,Hofn 38
w24jh4r83n,Marcel Sorensen,Male,8,252,
y8nyxt3yly,Juhani Sorensen,Male,10,,Bjurholm 34
lm63jyuwqk,Alexander Eklund,Male,10,,Bjurholm 171
dasgxuegns,Elin Thorn,Female,10,,Bjurholm 180
l77u2ctud4,Alexander Morris,Male,10,,Bjurholm 36
vdfvbw7uxv,Siobhan Edwards,Female,10,,Hofn 438
h8x6dp2vey,Holly Swift,Female,10,,Vardo 820
2sks8dva3k,Elsa Ibsen,Female,10,,Hofn 483
v6sfmcqh7m,Hans Olsen,Male,10,,Shinobi 249
9wax4xted3,Kirk Eklund,Male,10,,Bjurholm 71
4bhlhwnmh5,Matthias Sorensen,Male,10,,Bjurholm 42
cege35ersr,Torsten Solberg,Male,10,,Vardo 821
gwmvzay38g,Killian Wilson,Male,5,249,
du4zlaj8y6,James Wilson,Male,10,,Helluland 323
ce5s5ng6mp,Sten Eklund,Male,10,,Helvig 582
v647sevbug,Chloe McCarthy,Female,10,,Bjurholm 394
2k84pvjsx5,Jasmin Thorn,Female,10,,Helvig 142
hkl9cknay3,Etienne Gagnon,Male,10,,Bjurholm 451
89yz3tfuw6,Ragnar Sorensen,Male,10,,Bjurholm 538
346wxec5eq,Tyra Sorensen,Female,10,,Bjurholm 188
w92skbmlxk,Lilja Sorensen,Female,10,,Bjurholm 188
sytfgrpexz,Kieran Edwards,Male,9,,Bjurholm 498
u35p75da87,Jasmin Thorn,Female,9,,Hofn 433
fgmrr969cs,Thurston Solberg,Male,9,,Hayarano 526
uafgy7xzsd,Erla Jensen,Female,9,,Bjurholm 536
34gm4hhx2l,Julia Lund,Female,9,,Bjurholm 539
a87sy2g3d4,Lucia Eklund,Female,9,,Bjurholm 386
srtduqahzn,Jeneve Erickson,Female,9,,Bjurholm 174
rvuxvf7dbq,Daniel Morris,Male,9,,Bjurholm 485
tmf7vjg2jk,Maximilian Sorensen,Male,8,253,
zb75agd4hl,Julian Blomgren,Male,4,249,
xcxfltl4jg,Hakan Carlsen,Male,9,,Bjurholm 282
nlbzuecl54,Raum Carlsen,Male,9,,Blonduos 217
5az6st3w3q,Sorena Solberg,Female,9,,Vardo 821
b7ejvagatz,Niamh Sato,Female,9,,Bjurholm 537
z473nfy6k9,Jakob Lund,Male,9,,Vardo 443
wgmdq3ldnf,Jeneve Sorensen,Female,9,,Bjurholm 34
rnh9cyuu7b,Florian Blomgren,Male,9,,Bjurholm 211
lud5yu5cr6,Sebastian Eklund,Male,9,,Hofn 664
te4hb36je6,Elsa Jensen,Female,9,,Bjurholm 43
uaqacvb3x2,Laurence Gagnon,Female,9,,Bjurholm 451
jrr9b2kvax,Gavin Hall,Male,8,253,
j4sy7d4wz4,Kristjana Solberg,Female,8,,Helluland 140
8ktx6jbqdz,Brenda Blomgren,Female,8,,Bjurholm 446
f9kvkf8sc2,Halden Jensen,Male,8,,Bjurholm 536
47ceclqn4a,Soren Sorensen,Male,8,,Bjurholm 71
elw8e9pd9a, Tyr Blomgren,Male,8,,Bjurholm 204
qs6apt3dt3,Berit Solberg,Female,8,,Hofn 927
zbsns7xx95,Sarah Sorensen,Female,8,,Bjurholm 255
dxwxal8eyf,Vanessa Eklund,Female,8,,Vardo 308
chxqtx6cmy,Lea Eklund,Female,8,,Bjurholm 171
np7s4jkb7s,Samantha Connolly,Female,8,,Vardo 176
5a94d4q6p6,Gala Sorensen,Female,8,,Helluland 114
4eanetl2z7,Emy Gagnon,Female,8,,Bjurholm 357
pssqyxdz4t,Jordan Morris,Male,8,,Bjurholm 523
mdkutnkxs7,Kristjana Jensen,Female,8,,Helluland 274
a4pxv9lhs6,Karena Carlsen,Female,8,,Bjurholm 217
rynwkrvjbz,Malena Blomgren,Female,7,,Bjurholm 446
7gsm2fa5qa,Lars Sorensen,Male,7,,Bjurholm 538
j7b5jzd2wq,Fabian Eklund,Male,7,,Bjurholm 451
vgudjxfvqp,Lena Carlsen,Female,7,,Bjurholm 43
zez3yr3ahv,Anund Thorn,Male,7,,Hofn 627
nwsd9aj4wm,Helsa Thorn,Female,7,,Bjurholm 53
7gfz4ycjj8,Lara Erickson,Female,7,,Bjurholm 555
2nbvqumz34,Mitsuki Suzuki,Female,7,,Helvig 671
xzr7tg987a,Fabian Sorensen,Male,7,,Bjurholm 42
s7n3fdjpq5,Valdemar Sorensen,Male,7,,Bjurholm 42
f5fl7j2lgd,Philipp Eklund,Male,7,,Bjurholm 71
3ywv8bvlxf,Tyra Solberg,Female,7,,Vardo 6
f54y935zab,Viggo Solberg,Male,7,,Vardo 821
abytvxdgu6,Simon Solberg,Male,7,,Vardo 821
g8d7zesukg,Dahl Lund,Female,7,,Hofn 533
8scrrgrx2g,Simon Carlsen,Male,7,,Hofn 703
tx7em33les,Astrid Sorensen,Female,7,,Helluland 114
p8dhybzw8t,Florian Solberg,Male,7,,Bjurholm 202
dl5985kvbj,Sarah Price,Female,7,,Bjurholm 530
gzzgfxfcg3,Philipp Eklund,Male,7,,Bjurholm 544
r7ajqhub2v,Kelda Eklund,Female,7,,Vardo 148
gnbhpn36er,Lars Lund,Male,7,,Bjurholm 109
7pd9779we6,Gerik Sorensen,Male,7,,Vardo 213
ps2nk82aq9,Agda Ibsen,Female,7,,Bjurholm 37
l6hymumgtf,Erling Sorensen,Male,7,,Bjurholm 26
gnm8uq8y2m,Tindra Sorensen,Female,6,,Bjurholm 519
pscdqa74d5,Elin Carlsen,Female,6,,Bjurholm 217
cq5wgfpy4d,Emma Carlsen,Female,6,,Bjurholm 83
wc3r3h7a25,Lisa Ibsen,Female,6,,Vardo 176
2b8fhbtnsa,Erla Sorensen,Female,6,,Blonduos 404
jevtvcl24e,Erling Carlsen,Male,6,,Bjurholm 122
qba7ztyetp,Sakura Edwards,Female,6,,Hofn 490
ep2x8mjdwe,Dylan Connolly,Male,6,,Arcadia 676
llfac4xrmq,Samantha Suzuki,Female,6,,Bjurholm 171
pszqst9h73,Torvald Larsen,Male,6,,Bjurholm 173
6gpwp8zs5p,Karen Eklund,Female,6,,Hofn 805
2j7lcxft7f,Paul Solberg,Male,6,,Shinobi 417
hjkrzlkb8d,Kristjana Thorn,Female,6,,Hofn 627
pfy454ypxn,William Herbert,Male,6,,Bjurholm 170
qj9cufmk8u,Sven Erickson,Male,6,,Bjurholm 555
fzabtludlq,Takumi Connolly,Male,6,,Hofn 698
vwd9rwa2ch,Miho Watanabe,Female,6,,Hofn 932
bug7p8rn3a,Theresa Solberg,Female,6,,Talu 343
yykh8gtaeq,Tindra Thorn,Female,6,,Bjurholm 53
hrjwu88gmh,Hailey McCarthy,Female,6,,Hofn 867
4hec97g2nc,Hanne Sorensen,Female,6,,Bjurholm 42
33f5sjeyav,Erla Carlsen,Female,6,,Hofn 647
q498letqc6,Reina Watanabe,Female,6,,Hofn 832
